"","X","acousticness","artists","danceability","duration","energy","id","instrumentalness","key","liveness","loudness","mode","names","popularity","preview_url","speechiness","tempo","time_signature","valence","cluster","pc1","pc2","membership.1","membership.2","membership.3","membership.4","membership.5","membership.6","membership.7"
"1823",1822,0.346,"Penton Overseas, Inc.",0.725,33613,0.126,"2wO3xIXBk9CDMWEgvipQLW",0.000299,3,0.0937,-20.243,0,"Present Tense Patterns ER Verbs",7,"https://p.scdn.co/mp3-preview/d0eaf5342b3df7935138043083b21af8239edc6c?cid=4a1a457d14c0445a96e7021a5523905b",0.313,82.226,4,0.409,5,-1.78093085628339,1.79028460890596,0.0816325127507251,0.110782398498787,0.110782398934819,0.110782398950711,0.364455493458387,0.110782398500081,0.11078239890649
"1824",1823,0.858,"Aziz Ansari",0.704,108320,0.466,"2WohGlK71bEl1a7xDgf88s",0,0,0.736,-8.853,1,"Simple Man Cruise",33,"https://p.scdn.co/mp3-preview/f02795879b624808f323932eaa14b08ed54983d2?cid=4a1a457d14c0445a96e7021a5523905b",0.932,106.797,3,0.549,5,-0.585170508245264,3.47283655532133,0.0332496083901408,0.0957880199804048,0.0957880200842605,0.0957880200882917,0.487810291398451,0.0957880199806426,0.0957880200778083
"1825",1824,0.472,"Damien Rice",0.41,326206,0.306,"2WOpBtXX02RS4UCzBholDq",3.28e-05,4,0.12,-9.704,0,"I Don't Want To Change You",53,"https://p.scdn.co/mp3-preview/adfe023a59dd12c629989d5489e99aed4f1a76c0?cid=4a1a457d14c0445a96e7021a5523905b",0.0348,141.565,4,0.161,4,-0.547959281353982,-1.38007226523846,0.0395847792113269,0.190376663942488,0.190376666275169,0.19037666635378,0.00853189415185638,0.190376663949545,0.190376666115835
"1826",1825,0.0206,"The Chemical Brothers",0.606,294027,0.977,"2wPFy7SAFnt9Nj2TipWcqb",0.5,1,0.179,-3.642,1,"Block Rockin' Beats - 2003 Digital Remaster",49,"https://p.scdn.co/mp3-preview/e541d1d6997248ca85d3a0d0c7ac7924886eb91b?cid=4a1a457d14c0445a96e7021a5523905b",0.06,109.41,4,0.811,2,2.01727032037873,-0.561464231519239,0.00558030711358149,0.198018962583808,0.198018956678809,0.198018956123725,0.00432489824541283,0.198018962567267,0.198018956687397
"1827",1826,0.919,"Nick Zammuto",0.242,289147,0.674,"2WpnwZMWmiXJVgIK9k4UST",0.927,7,0.169,-10.861,1,"Fast Pasture",19,"https://p.scdn.co/mp3-preview/d385ebbd6f0eb10132da2a46dea41dc8e0ac0bb2?cid=4a1a457d14c0445a96e7021a5523905b",0.0411,112.167,4,0.248,1,-2.00919921977263,-1.5830641462461,0.435139299414463,0.106837104396299,0.106837105856246,0.106837105954057,0.030675174168156,0.106837104400376,0.106837105810403
"1828",1827,0.00269,"Huerta",0.935,397767,0.803,"2wPrUEuw7ITKV5o1tZjZCJ",0.811,7,0.0943,-7.602,1,"Umbanda - Original Mix",12,"https://p.scdn.co/mp3-preview/4efdc4827ac7a24d3054193051b477493d86f464?cid=4a1a457d14c0445a96e7021a5523905b",0.0585,126.001,4,0.961,2,1.49382829716454,0.780819459381959,0.0214704014539322,0.190063831969269,0.190063829908056,0.190063829710491,0.028210445087926,0.190063831963483,0.190063829906842
"1829",1828,0.361,"Belle & Sebastian",0.535,252333,0.542,"2wq3IABSPtBFush3qsfZoK",1.11e-06,2,0.413,-8.642,1,"Step Into My Office, Baby",35,"https://p.scdn.co/mp3-preview/bd0d3352444cdb638180fd4af5c4a6c6c0594938?cid=4a1a457d14c0445a96e7021a5523905b",0.0414,135.051,4,0.528,2,0.523166890428405,-0.0723590398799097,0.00416363887439495,0.19845937414261,0.198459371909842,0.198459371610489,0.00353949751222218,0.198459374136579,0.198459371813863
"1830",1829,0.0681,"Al Green",0.745,179840,0.401,"2wqF1ipfXE204LdA1QmoXa",0.034,0,0.204,-13.791,1,"Sha-La-La (Make Me Happy)",35,"https://p.scdn.co/mp3-preview/5ec47a74fa62cfc1e8e175277acfc33bd2a2642b?cid=4a1a457d14c0445a96e7021a5523905b",0.032,110.718,4,0.845,2,0.745090563696238,0.697803776577987,0.00920469492585768,0.195937499580863,0.195937495113905,0.195937494695281,0.0111078209934212,0.19593749956842,0.195937495122253
"1831",1830,0.502,"Vance Joy",0.331,264120,0.411,"2WqpBCcBeNAOxW7w45eIQE",6.48e-06,0,0.282,-8.526,1,"From Afar",22,"https://p.scdn.co/mp3-preview/19bb435ee8c2977d0798c3f065fe335c1564e269?cid=4a1a457d14c0445a96e7021a5523905b",0.0296,86.981,4,0.146,4,-1.10897260370202,-0.590726310745175,0.0985134141920164,0.17478352196556,0.174783523453847,0.174783523516487,0.027568971536157,0.174783521969877,0.174783523366056
"1832",1831,0.429,"Liz Queler & Seth Farber",0.487,209560,0.628,"2Wr1Wh14UUVQwE34lBzR1b",0,7,0.372,-5.622,1,"Keen",1,"https://p.scdn.co/mp3-preview/6dd823f1e91737372f2023ab0f297466d929eea5?cid=4a1a457d14c0445a96e7021a5523905b",0.0314,152.701,4,0.583,3,0.46083406138507,0.359272515709902,0.013476985401208,0.193526533906927,0.193526534368777,0.19352653433175,0.0188903438042488,0.193526533908492,0.193526534278597
"1833",1832,0.568,"Gene McDaniels",0.717,142338,0.343,"2WRPCPMu1Qadq0J7Af8aCC",0,0,0.139,-8.018,1,"A Hundred Pounds Of Clay - 1995 Digital Remaster",21,"https://p.scdn.co/mp3-preview/8e11f68d55e19981fa3a4d1a267b761ac80667e1?cid=4a1a457d14c0445a96e7021a5523905b",0.0457,128.569,4,0.757,2,0.241651190958157,0.732501855502523,0.0128966823129734,0.194174832208193,0.194174829980888,0.194174829746077,0.0162291635935548,0.194174832202006,0.194174829956308
"1834",1833,0.0213,"Seratones",0.377,248991,0.928,"2wRXgh0weYTrOajLR5VfJV",0.0135,4,0.135,-3.747,1,"Don't Need It",29,"https://p.scdn.co/mp3-preview/208473e7efade31d75e60a9f03b2be14c031ae07?cid=4a1a457d14c0445a96e7021a5523905b",0.0477,115.113,4,0.518,2,1.38044578357893,-0.685782112702886,0.00327613465288519,0.198815828142593,0.198815823877895,0.198815823371189,0.00264473805818591,0.198815828130966,0.198815823766286
"1835",1834,0.225,"Culture Club",0.668,252773,0.73,"2wSAWEYUHkt92X4SBAPqZE",0,10,0.188,-7.182,1,"Karma Chameleon - 2002 - Remaster",63,"https://p.scdn.co/mp3-preview/8b28b40dfcd68fc49b8a06f5acca1bb6dba5d138?cid=4a1a457d14c0445a96e7021a5523905b",0.0366,92.049,4,0.912,2,1.7211862926145,0.486252622991101,0.00559129081964649,0.19758424487297,0.197584240432473,0.197584239983501,0.00648749862693874,0.197584244860528,0.197584240403942
"1836",1835,0.982,"Set and Setting",0.477,154067,0.289,"2WsPrOt50cMqtRVzB3QTC3",0.0191,0,0.109,-14.912,0,"Eternal Pendulum",53,"https://p.scdn.co/mp3-preview/e803655f85f5585c062f3cdd3c2f46ab6c165590?cid=4a1a457d14c0445a96e7021a5523905b",0.029,148.568,4,0.628,4,-0.843418063642863,-0.628062086017485,0.0768659425022754,0.179944174305678,0.179944175037015,0.179944175054141,0.0234131838140682,0.179944174307818,0.179944174979004
